volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	publ	note	full_text
					Bugs Bunny.	BB14463	1960-02-08	RE379183	1988-03-07	Warner Brothers, Inc.|PWH							
					Mickey Mouse.  Feb. 15-Feb. 20, 1960.	K58336	1960-02-08	RE376455	1988-02-08	Walt Disney Company|PWH							
					Donald Duck.  Feb. 15-Feb. 20, 1960.	K58341	1960-02-08	RE376458	1988-02-08	Walt Disney Company|PWH							
				L. Ron Hubbard.	HCOB8 February 1960, Security checks.	TX1148849	1960-02-08	RE405103	1988-12-06	Mary Sue Hubbard|W							
				L. Ron Hubbard.	HCOB8 February 1960, Honest people have rights, too.	TX1158639	1960-02-08	RE401711	1988-12-01	Mary Sue Hubbard|W							
				L. Ron Hubbard.	HCOB8 February 1960, The Reputation of Saint Hill.	TX1276299	1960-02-08	RE405138	1988-12-06	Mary Sue Hubbard|W							
				Dennis Potter.	The Glittering coffin.	UCC work	1960-02-08	RE409011	1988-12-27	Dennis Potter|A							
				Guenter Bialas.	Romanze.|Romanzero; Serenade und Ballade fuer Orchester.	UCC work	1960-02-08	RE406269	1988-12-28	Guenter Bialas|A							
				Margarete Ruben.	Parent guidance in the nursery school; bk.	A429308	1960-02-09	RE411008	1988-12-29	Margarete Ruben|A							
				Friedrich A. Hayek.	The Constitution of liberty.	A429584	1960-02-09	RE389643	1988-07-25	Friedrich A. Hayek|A							
				Lewis White Beck.	A Commentary on Kant's Critique of practical reason.	A429586	1960-02-09	RE392752	1988-08-22	Lewis White Beck|A							
				Bruno Klopfer & Helen H. Davidson.	The Rorschach method of personality diagnosis individual record blank.	A429740	1960-02-09	RE388171	1988-05-31	Erna Klopfer|W							
				Ada Richter.	Stick-a-note book; elementary theory work book for class or individual use.	A429888	1960-02-09	RE374910	1988-01-11	Ada Richter|A							
				Roger Tory Peterson.	A Field guide to the birds of Texas.	A431165	1960-02-09	RE399436	1988-10-31	Roger Tory Peterson|A							
				Berry Fleming.	The Winter rider.	A431166	1960-02-09	RE373347	1988-01-27	Berry Fleming|A							
				Earl Willard McHenry.	Foods without fads.	A431167	1960-02-09	RE410982	1988-12-29	Morris J. McHenry|NK							
					Advance California appellate reports.  Vol. 21, no. 6.	A431680	1960-02-09	RE394452	1988-09-01	Bancroft-Whitney Company|PWH							
				Harvard University Graduate School of Business Administration.	Harvard Business School cases.  No. EA-A356 & EA-A357.	A432403	1960-02-09	RE366355	1988-02-23	President and Fellows of Harvard College|PWH							
				Barbara Jurgensen.	Leaping upon the mountains.	A435170	1960-02-09	RE405597	1988-12-15	Barbara Jurgensen|A							
					Blackboard calendar (1961)	A440418	1960-02-09	RE405202	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
					Superman.  Release the week of Feb. 22, 1960.	A443054	1960-02-09	RE404385	1988-12-02	Comics, Inc.|PWH							
				Norman Rockwell as told to Thomas Rockwell.	Norman Rockwell, my adventures as an illustrator.	A499972	1960-02-09	RE400179	1988-11-07	Thomas Rhodes Rockwell|C||Peter Barstow Rockwell|C||Jarvis Waring Rockwell|C							
					The Washington post and times herald.  Vol. 83, no. 66, Feb. 9, 1960.	B817552	1960-02-09	RE401965	1988-12-08	Washington Post Company|PCW							
					Daily news.  Vol. 41, no. 196, Feb. 9, 1960.	B817563	1960-02-09	RE371955	1988-01-19	New York News, Inc.|PWH							
					Little Orphan Annie.	B817563	1960-02-09	RE411068	1988-12-30	Tribune Media Services, Inc.|PWH							
					Chicago daily tribune.  Vol. 119, no. 34, Feb. 9, 1960.	B817627	1960-02-09	RE373972	1988-01-29	Chicago Tribune Company|PCW							
					Daily variety.  Vol. 106, no. 45, Feb. 9, 1960.	B819053	1960-02-09	RE392044	1988-08-01	Daily Variety, Ltd.|PWH							
					The Saturday evening post.  Vol. 232, no. 33, Feb. 13, 1960.	B819385	1960-02-09	RE401007	1988-11-07	Curtis Publishing Company|PCW							
				Hal G. Evarts.	The Gorge of death.	B819385	1960-02-09	RE410387	1988-12-22	Hal G. Evarts|A							
					The New republic.  Vol. 142, no. 7, Feb. 15, 1960.	B819412	1960-02-09	RE379986	1988-03-21	New Republic, Inc.|PCW							
					Christian Science sentinel.  Vol. 62, no. 9, Feb. 27, 1960.	B819466	1960-02-09	RE367814	1988-01-07	Christian Science Publishing Society|PWH							
					Newsweek.  Vol. 55, no. 7, Feb. 15, 1960.	B819565	1960-02-09	RE395517	1988-09-20	Newsweek, Inc.|PWH							
					Blackhawk.  No. 147, Apr. 1960.	B819732	1960-02-09	RE388294	1988-07-14	Comics, Inc.|PWH							
					My greatest adventure.  No. 42, Apr. 1960.	B819734	1960-02-09	RE398091	1988-10-17	Comics, Inc.|PWH							
					Girls' love stories.  No. 70, May 1960.	B819735	1960-02-09	RE395667	1988-09-26	Comics, Inc.|PWH							
					Wonder Woman.  No. 113, Apr. 1960.	B819736	1960-02-09	RE399512	1988-10-19	Comics, Inc.|PWH							
					Superman's girl friend, Lois Lane.  No. 16, Apr. 1960.	B819737	1960-02-09	RE395668	1988-09-26	Comics, Inc.|PWH							
					The Writer.  Vol. 73, no. 3, Mar. 1960.	B819811	1960-02-09	RE389541	1988-07-22	Writer, Inc.|PCW							
					A.M.A. Archives of general psychiatry.  Vol. 2, no. 2, Feb. 1960.	B819814	1960-02-09	RE380546	1988-06-09	American Medical Association|PWH							
					A.M.A. Archives of neurology.  Vol. 2, no. 2, Feb. 1960.	B819815	1960-02-09	RE380547	1988-06-09	American Medical Association|PWH							
					The Wall Street journal.  Vol. 155, no. 27, Feb. 9, 1960.	B819966	1960-02-09	RE374065	1988-02-12	Dow Jones & Company, Inc.|PCW							
					North Western reporter, second series.  Vol. 100, no. 4, Feb. 10, 1960.	B821608	1960-02-09	RE379371	1988-04-04	West Publishing Company|PWH							
					South Western reporter, second series.  Vol. 330, no. 3, Feb. 9, 1960.	B821612	1960-02-09	RE379375	1988-04-04	West Publishing Company|PWH							
					The New York times.  Vol. 109, no. 37271, Feb. 9, 1960.	B822033	1960-02-09	RE368477	1988-01-11	New York Times Company|PCW							
					The Christian Science monitor, Boston.  Vol. 52, no. 63, Feb. 9, 1960.	B822615	1960-02-09	RE368980	1988-01-07	Christian Science Publishing Society|PWH							
					American modeler.  Vol. 53, no. 6, Mar. 1960.	B823388	1960-02-09	RE410014	1988-12-20	Marvel Entertainment Group, Inc.|PCW							
					National geographic.  Vol. 117, no. 3, Mar. 1960.	B823824	1960-02-09	RE399469	1988-11-02	National Geographic Society|PCW							
					Time; the weekly newsmagazine (incorporating Literary digest)  Vol. 75, no. 7.	B824498	1960-02-09	RE367770	1988-01-27	Time, Inc.|PCW							
					Teen.  Vol. 4, no. 3, Mar. 1960.	B825200	1960-02-09	RE408898	1988-12-20	Marvel Entertainment Group, Inc.|PCW							
					Harvard educational review.  Vol. 29, no. 4, fall 1959.	B840143	1960-02-09	RE376789	1988-02-18	President and Fellows of Harvard College|PCW							
					Trains.  Vol. 20, no. 5, Mar. 1960.	B851190	1960-02-09	RE374011	1988-01-29	Kalmbach Publishing Company|PCW							
				H. M. Gousha Company, as prepared for Standard.	California road map; points of interest & touring.	F28032	1960-02-09	RE392766	1988-08-24	H. M. Gousha|PWH							
				P. Webb, author of renewable matter: Brown & Bigelow.	Shore, it scares away the crows.	H10084	1960-02-09	RE404461	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
				P. Webb, author of renewable matter: Brown & Bigelow.	She used to nag me considerable, 'til ah thought.	H10085	1960-02-09	RE404462	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
				P. Webb, author of renewable matter: Brown & Bigelow.	Shoot some holes in this piece of cheese.	H10086	1960-02-09	RE404463	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
				P. Webb, author of renewable matter: Brown & Bigelow.	That long coil is fer them which prefers it aged.	H10087	1960-02-09	RE404464	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
				P. Webb, author of renewable matter: Brown & Bigelow.	That looks like our cabin over yonder.	H10088	1960-02-09	RE404465	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
				P. Webb, author of renewable matter: Brown & Bigelow.	Looks like we'll hafta wait a while to git.	H10125	1960-02-09	RE404466	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
				P. Webb, author of renewable matter: Brown & Bigelow.	Ole lightin' took sech a fancy to it in the city.	H10127	1960-02-09	RE404467	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
				P. Webb, author of renewable matter: Brown & Bigelow.	Pud Grubb's widow announces the reopening of the still.	H10128	1960-02-09	RE404468	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
				P. Webb, author of renewable matter: Brown & Bigelow.	Reckon we'll have to wait fer 'em to sober up.	H10129	1960-02-09	RE404469	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
				P. Webb, author of renewable matter: Brown & Bigelow.	Ah should've told you not to dress formal.	H10142	1960-02-09	RE404470	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
				P. Webb, author of renewable matter: Brown & Bigelow.	Try these red pills on him, free o' charge.	H10143	1960-02-09	RE404471	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
				P. Webb, author of renewable matter: Brown & Bigelow.	Darn nice of 'em to face it toward.	H10151	1960-02-09	RE404472	1988-12-09	Chase Manhattan Bank, N.A.|PWH							
				L. Ron Hubbard.	HCOB9 February 1960, Research advances.	TX1148822	1960-02-09	RE405101	1988-12-06	Mary Sue Hubbard|W							
				Clive Staples Lewis.	The World's last night, and other essays.	A429424	1960-02-10	RE406318	1988-12-05	Arthur Owen Barfield|E							
				Madison Jones.	Forest of the night.	A429426	1960-02-10	RE409391	1988-12-21	Madison Jones|A							
				Dahlov Ipcar.	I like animals.	A429439	1960-02-10	RE376506	1988-02-03	Dahlov Ipcar|A							
				Eleanor Frances Lattimore.	Beachcomber boy.	A429456	1960-02-10	RE372627	1988-01-11	Peter V. Andrews|C||Michael C. Andrews|C							
				Ronald Syme, illustrator: William Stobbs.	Captain Cook, Pacific explorer.	A429457	1960-02-10	RE372628	1988-01-11	Ronald Syme|A||William Stobbs|A							
				Nelson Doubleday, Inc., as employer in a work made for hire of Leslie Levine.	How to save money on your income tax; personal success program.	A429557	1960-02-10	RE378453	1988-02-26	Doubleday Book & Music Clubs, Inc.|PWH							
				Russell G. Stauffer, Alvina Treut Burrows & Doris C. Jackson.	American English.  Book 3.	A429594	1960-02-10	RE394255	1988-09-06	Russell G. Stauffer|A||Doris Jackson|A||Alvina Treut Burrows|A							
					South Eastern reporter, second series.  Vol. 110.	A430235	1960-02-10	RE381349	1988-04-04	West Publishing Company|PWH							
					Dictionary of the American Indian.	A430295	1960-02-10	RE379508	1988-03-14	Philosophical Library, Inc.|PWH							
				Edith Thacher Hurd, Clement Hurd.	Mister Charlie's farm|Mr. Charlie's farm.	A430355	1960-02-10	RE395616	1988-09-23	Edith Thacher Hurd|A							
				Miriam Clark Potter.	Goodness, Mrs. Goose!	A430356	1960-02-10	RE388717	1988-07-20	Jean Potter Chelnov|C||Constance P. Bruce|C||Margaret P. Anderson|C							
				Lawrence Henry Gipson.	The British Isles and the American colonies; the southern plantations, 1748-1754.  Vol. 2: the British Empire before the American Revolution.	A431633	1960-02-10	RE393084	1988-07-13	Gordon Gipson|NK							
				World Publishing Company editorial staff.	Webster's new world dictionary of the American language.	A432114	1960-02-10	RE383413	1988-05-06	Simon & Schuster, Inc.|PWH							
				Samuel Youd.	Giant's arrow.	A433232	1960-02-10	RE383416	1988-05-06	Samuel Youd|A							
				Samuel Youd.	Giant's arrow; novel.	A433232	1960-02-10	RE387588	1988-07-05	Samuel Youd|A							
				Arno Nehrling & Irene Nehrling.	Peonies, outdoor and in.	A435164	1960-02-10	RE409769	1988-12-27	Arno Nehrling|A||Irene Nehrling|A							
				Ruth I. Johnson.	Christians you should know; agents 13.	A438344	1960-02-10	RE377531	1988-02-29	Ruth I. Johnson|A							
				George Ade, new introd.: E. F. Bleiler.	Fables in slang and more fables in slang.	A440436	1960-02-10	RE409771	1988-12-27	Dover Publications, Inc.|PWH							
					Superman.  Release the week of Feb. 29, 1960.	A443055	1960-02-10	RE404386	1988-12-02	Comics, Inc.|PWH							
				Carter Brown, pseud. of Alan G. Yates.	Doll for the big house|The Bombshell.	AI6558	1960-02-10	RE407305	1988-12-16						Expanded version originally pub. in Australia as Doll for the big house.		
					Woman's day.  Vol. 23, no. 6, Mar. 1960.	B818948	1960-02-10	RE369518	1988-04-11	Diamandis Communications, Inc.|PCW							
				Mimie Ouei.	Chinese cooking.	B818948	1960-02-10	RE407588	1988-12-16	Mimie Ouei|A							
					Daily variety.  Vol. 106, no. 46, Feb. 10, 1960.	B819054	1960-02-10	RE392045	1988-08-01	Daily Variety, Ltd.|PWH							
					Daily news.  Vol. 41, no. 197, Feb. 10, 1960.	B819091	1960-02-10	RE371957	1988-01-19	New York News, Inc.|PWH							
					Little Orphan Annie.	B819091	1960-02-10	RE411070	1988-12-30	Tribune Media Services, Inc.|PWH							
					The Washington post and times herald.  Vol. 83, no. 67, Feb. 10, 1960.	B819128	1960-02-10	RE401968	1988-12-08	Washington Post Company|PCW							
					The Chicago daily tribune.  Vol. 119, no. 35, Feb. 10, 1960.	B819246	1960-02-10	RE373976	1988-01-29	Chicago Tribune|PCW							
					The Christian Science monitor, Boston.  Vol. 52, no. 64, Feb. 10, 1960.	B819254	1960-02-10	RE369185	1988-01-07	Christian Science Publishing Society|PWH							
					Journal of applied physics.  Vol. 31, no. 2, Feb. 1960.	B819396	1960-02-10	RE391128	1988-07-07	American Institute of Physics|PCW							
					Physics today.  Vol. 13, no. 2, Feb. 1960.	B819398	1960-02-10	RE391129	1988-07-07	American Institute of Physics|PCW							
					Guideposts.  Vol. 15, no. 1, Mar. 1960.	B819409	1960-02-10	RE376866	1988-02-26	Guideposts Associates, Inc.|PCW							
					Industrial & engineering chemistry.  Vol. 52, no. 2, Feb. 1960.	B819441	1960-02-10	RE409404	1988-12-27	American Chemical Society|PCW							
					The Nation.  Vol. 190, no. 7, Feb. 13, 1960.	B819558	1960-02-10	RE412615	1988-11-21	Nation Company, Inc.|PCW							
					A.M.A. Archives of industrial health.  Vol. 21, no. 2, Feb. 1960.	B819816	1960-02-10	RE380548	1988-06-09	American Medical Association|PWH							
					A.M.A. Archives of otolaryngology.  Vol. 71, no. 2, Feb. 1960.	B819817	1960-02-10	RE380549	1988-06-09	American Medical Association|PWH							
					TV guide.  Vol. 8, no. 7, Feb. 13, 1960.	B819845	1960-02-10	RE397745	1988-10-07	Triangle Publications, Inc.|PCW							
					Nursing research.  Vol. 9, no. 1, winter 1960.	B819865	1960-02-10	RE410133	1988-12-28	American Journal of Nursing Company|PCW							
					Parents' magazine & better homemaking.  Vol. 35, no. 3, Mar. 1960.	B819941	1960-02-10	RE397858	1988-10-18	Publishing|PCW							
					The Wall Street journal.  Vol. 155, no. 28, Feb. 10, 1960.	B819967	1960-02-10	RE374066	1988-02-12	Dow Jones & Company, Inc.|PCW							
					American Medical Association journal.  Vol. 172, no. 7, Feb. 13, 1960.	B820732	1960-02-10	RE390767	1988-07-28	American Medical Association|PWH							
					Harvard law review.  Vol. 73, no. 4, Feb. 1960.	B820939	1960-02-10	RE397832	1988-07-12	Harvard Law Review Association|PCW							
					Parents' magazine & better homemaking.  Vol. 35, no. 3, Mar. 1960.	B821337	1960-02-10	RE397860	1988-10-18	Publishing|PCW							
					Radiation research.  Vol. 12, no. 2, Feb. 1960.	B821352	1960-02-10	RE385715	1988-06-08	Academic Press, Inc.|PCW							
					Scholastic teacher edition of Explorer.  Vol. 6, no. 2, Feb. 10, 1960.	B821469	1960-02-10	RE382064	1988-05-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of Junior scholastic.  Vol. 46, no. 2, Feb. 10, 1960.	B821473	1960-02-10	RE382068	1988-05-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of Newstime.  Vol. 16, no. 2, Feb. 10, 1960.	B821477	1960-02-10	RE382072	1988-05-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of Practical English.  Vol. 28, no. 2, Feb. 10, 1960.	B821481	1960-02-10	RE382076	1988-05-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of Senior scholastic.  Vol. 76, no. 2, Feb. 10, 1960.	B821485	1960-02-10	RE382080	1988-05-06	Scholastic, Inc.|PCW							
					Scholastic teacher edition of World week.  Vol. 36, no. 2, Feb. 10, 1960.	B821489	1960-02-10	RE382084	1988-05-06	Scholastic, Inc.|PCW							
					McKinney's Session law news of New York; laws of 183rd session.  Vol. 1960, no. 1, Feb. 10, 1960.	B821607	1960-02-10	RE379370	1988-04-04	West Publishing Company|PWH							
					Pacific reporter, second series.  Vol. 348, no. 2, Feb. 12, 1960.	B821615	1960-02-10	RE379378	1988-04-04	West Publishing Company|PWH							
					Supreme Court reporter.  Vol. 80, no. 7, Feb. 15, 1960.	B821616	1960-02-10	RE379379	1988-04-04	West Publishing Company|PWH							
					South Eastern reporter, second series.  Vol. 111, no. 8 & v. 112, no. 1, Feb. 11, 1960.	B821617	1960-02-10	RE379380	1988-04-04	West Publishing Company|PWH							
					Metal progress.  Vol. 77, no. 2, Feb. 1960.	B821760	1960-02-10	RE412569	1988-12-30	International|PWH							
					The New York times.  Vol. 109, no. 37272, Feb. 10, 1960.	B822035	1960-02-10	RE368479	1988-01-11	New York Times Company|PCW							
				Eric Ambler.	Los Angeles finch trail.	B824501	1960-02-10	RE389856	1988-07-18	Eric Ambler|A							
					Life magazine.  Vol. 48, no. 6, Feb. 15, 1960.	B824501	1960-02-10	RE421858	1988-12-23	Time, Inc.|PCW							
					Children's playmate magazine.  Vol. 31, no. 9, Mar. 1960.	B825545	1960-02-10	RE388190	1988-07-18	Benjamin Franklin Literary & Medical Society, Inc.|PCW							
					Archie's pal, Jughead.  Vol. 1, no. 59, Apr. 1960.	B827035	1960-02-10	RE406746	1988-12-15	Archie Comic Publications, Inc.|PCW							
					The Herald of Christian Science.  Grade Two.  Vol. 30, no. 2, Apr.-June 1960.	B830054	1960-02-10	RE368215	1988-01-07	Christian Science Publishing Society|PWH							
					The Astrophysical journal.  Vol. 131, no. 1.	B835957	1960-02-10	RE393056	1988-08-24	University of Chicago|PCW							
				Michael Dines.	Hirshman and son; a play in one act.	DF1346	1960-02-10	RE367225	1988-01-05	Michael Dines|A							
